Price,House Type,Area in sq ft,No. of Bedrooms,Location,Post Code Category
1325000,Flat / Apartment,1167,3,Tufton Street,CENTRAL LONDON
6950000,Flat / Apartment,1584,3,199 Knightsbridge,CENTRAL LONDON
3400000,House,2441,4,Hammersmith,WEST LONDON
1650000,Flat / Apartment,1189,2,76 Marsham Street,CENTRAL LONDON
2750000,Flat / Apartment,2080,4, Chelsea,CENTRAL LONDON
2200000,Flat / Apartment,1119,2,Marylebone,CENTRAL LONDON
3875000,House,4095,7, Fulham,CENTRAL LONDON
475000,Flat / Apartment,542,1,23 Plumbers Row,EAST LONDON
450000,Flat / Apartment,738,2,4 Killick Way,EAST LONDON
3500000,House,3001,5,Barnes,CENTRAL LONDON
865000,Flat / Apartment,1551,3,3 Arnhem Place,EAST LONDON
8250000,Penthouse,4555,5, Southwark,SOUTH EAST LONDON
7500000,House,3792,5,Regent's Park,NORTH WEST LONDON
7925000,House,2648,4,Mayfair,CENTRAL LONDON
5250000,House,4144,6,Battersea Park,CENTRAL LONDON
595000,Flat / Apartment,795,2,Woodberry Grove,NORTH LONDON
2650000,House,2454,6,Fulham,CENTRAL LONDON
5950000,Penthouse,2220,4, St John's Wood,NORTH WEST LONDON
5600000,Flat / Apartment,2509,4, St. John's Wood,NORTH WEST LONDON
1195000,Flat / Apartment,1024,3, Fulham,CENTRAL LONDON
975000,Flat / Apartment,1194,3,Hackney,EAST LONDON
725000,Flat / Apartment,521,1,Notting Hill,CENTRAL LONDON
1375000,New development,1203,3,Canary Wharf,EAST LONDON
1850000,Penthouse,1268,2, Canary Wharf,EAST LONDON
1825000,New development,934,2,Victoria,CENTRAL LONDON
1325000,Flat / Apartment,2403,4, Putney,CENTRAL LONDON
575000,New development,531,1, Canary Wharf,EAST LONDON
550000,Flat / Apartment,672,2,205 Richmond Road,EAST LONDON
2200000,Flat / Apartment,1337,3,Duchess of Bedfords Walk,CENTRAL LONDON
2000000,House,1450,4,Islington,NORTH LONDON
765000,Flat / Apartment,1234,3,Royal Docks,EAST LONDON
7500000,House,3871,5,Ebury Street,CENTRAL LONDON
1320000,New development,1452,2,63 Mortlake High Street,CENTRAL LONDON
550000,Flat / Apartment,558,2, Halton Road,NORTH LONDON
1600000,Flat / Apartment,1535,4,Paddington,CENTRAL LONDON
890000,Flat / Apartment,800,2,Clerkenwell,CITY OF LONDON
862000,New development,978,3, Battersea,CENTRAL LONDON
775000,New development,636,1, Battersea,CENTRAL LONDON
1600000,New development,1500,3,Barnes,CENTRAL LONDON
680000,Flat / Apartment,484,1,54-57 Devonshire Street,CENTRAL LONDON
1800000,Flat / Apartment,1386,3,Prince of Wales Drive,CENTRAL LONDON
1490000,Flat / Apartment,1452,3,Prince of Wales Drive,CENTRAL LONDON
1500000,Flat / Apartment,1088,2,Albert Bridge Road,CENTRAL LONDON
1100000,Flat / Apartment,1056,1, Clerkenwell,CITY OF LONDON
1030000,Flat / Apartment,959,2,Brook Green,CENTRAL LONDON
1350000,Flat / Apartment,1007,2,3 Wood Crescent,CENTRAL LONDON
880000,Flat / Apartment,693,2,188 Cromwell Road,CENTRAL LONDON
875000,Flat / Apartment,1278,2, Canary Wharf,EAST LONDON
544999,Flat / Apartment,792,2, Greenwich,SOUTH EAST LONDON
5250000,Flat / Apartment,2456,4, Chelsea,CENTRAL LONDON
2150000,New development,2453,4,Highgate,NORTH LONDON
2000000,New development,2421,4,Highgate,NORTH LONDON
1000000,House,2701,4,Brentford,OTHER
3850000,Flat / Apartment,995,2,Mayfair,CENTRAL LONDON
7250000,New development,3185,4,Primrose Hill,NORTH WEST LONDON
2850000,Flat / Apartment,2163,4,Bickenhall Street,CENTRAL LONDON
1650000,Flat / Apartment,1139,3, Chelsea,CENTRAL LONDON
1700000,Flat / Apartment,788,2, Mayfair,CENTRAL LONDON
2395000,House,2277,4,Stoke Newington,NORTH LONDON
3650000,House,2390,4,Marylebone,CENTRAL LONDON
2800000,House,3502,6,Barnes,CENTRAL LONDON
3499000,House,4831,5,Putney,CENTRAL LONDON
2350000,House,3134,6,Putney,CENTRAL LONDON
4000000,House,3394,6, Fulham,CENTRAL LONDON
525000,Flat / Apartment,1030,3,32 Duckett Street,EAST LONDON
575000,Flat / Apartment,924,2, Greenwich,SOUTH EAST LONDON
1495000,House,1965,4,Shepherd's Bush,CENTRAL LONDON
925000,New development,666,1,Duchess Walk,SOUTH EAST LONDON
3250000,House,1929,4,Notting Hill,CENTRAL LONDON
1200000,Flat / Apartment,1574,3, Canary Wharf,EAST LONDON
1250000,House,1252,3,Stoke Newington,NORTH LONDON
4350000,Flat / Apartment,1773,3,19-21 Chesham Street,CENTRAL LONDON
2950000,Flat / Apartment,1055,2,Kensington Gore,CENTRAL LONDON
400000,House,571,1,Canary Wharf,EAST LONDON
950000,Flat / Apartment,519,1,St James's,CENTRAL LONDON
1300000,Flat / Apartment,1210,3,Hampstead,NORTH WEST LONDON
800000,Flat / Apartment,1066,2, Canary Wharf,EAST LONDON
1200000,Flat / Apartment,1147,3, Fulham,CENTRAL LONDON
2999000,Flat / Apartment,1581,3,Prince Albert Road,NORTH WEST LONDON
2995000,House,2486,5, Fulham,CENTRAL LONDON
600000,Flat / Apartment,799,2,22 Ensign Street,EAST LONDON
6995000,House,8880,7,Clapham,SOUTH WEST LONDON
1000000,Flat / Apartment,1156,3,Buckingham Palace Road,CENTRAL LONDON
3950000,House,2029,4,Regent's Park,NORTH WEST LONDON
18500000,House,8603,6,Marylebone,CENTRAL LONDON
485000,Flat / Apartment,563,1,Hackney,EAST LONDON
12750000,House,7526,6,Marylebone,CENTRAL LONDON
1295000,Flat / Apartment,1372,2,Wimbledon,CENTRAL LONDON
550000,Flat / Apartment,691,1, Canary Wharf,EAST LONDON
9500000,House,4683,6,Notting Hill,CENTRAL LONDON
1750000,Penthouse,1535,3,St John's Wood,NORTH WEST LONDON
1650000,Flat / Apartment,1698,4,252 Old Brompton Road,CENTRAL LONDON
1700000,Flat / Apartment,1796,3, Barnes,CENTRAL LONDON
800000,Flat / Apartment,993,2,Wandsworth,CENTRAL LONDON
2650000,House,3468,5,Putney,CENTRAL LONDON
3500000,New development,2720,5,Barnes,CENTRAL LONDON
320000,Flat / Apartment,469,1, Canary Wharf,EAST LONDON
2700000,New development,1087,3, Fitzrovia,CENTRAL LONDON
3750000,Penthouse,1589,3,St James's,CENTRAL LONDON
800000,Flat / Apartment,572,1,City Of London,CITY OF LONDON
4250000,House,2940,4,Islington,NORTH LONDON
700000,Flat / Apartment,736,1, Barnes,CENTRAL LONDON
4750000,House,4206,4,East Sheen,CENTRAL LONDON
3750000,Penthouse,2433,3, Marylebone,CENTRAL LONDON
1100000,Flat / Apartment,1024,2,Shoreditch,CITY OF LONDON
2695000,House,3646,7,Putney,CENTRAL LONDON
1850000,New development,942,2,4 Radnor Terrace,CENTRAL LONDON
3500000,Penthouse,1662,3, Westminster,CENTRAL LONDON
4075000,House,5675,7,Putney,CENTRAL LONDON
6950000,New development,1968,3,6 Campden Hill,CENTRAL LONDON
2500000,House,2597,4,Highgate,NORTH LONDON
830000,New development,600,1, Earls Court,CENTRAL LONDON
1425000,New development,911,2, Earls Court,CENTRAL LONDON
14500000,Flat / Apartment,4506,4, Marylebone,CENTRAL LONDON
699950,Flat / Apartment,901,1,St Johns Wood,NORTH WEST LONDON
900000,New development,522,1, Farringdon,CITY OF LONDON
19000000,House,6796,7,Belgravia,CENTRAL LONDON
525000,Flat / Apartment,844,2, Canary Wharf,EAST LONDON
1100000,Flat / Apartment,781,2,Hampstead,NORTH WEST LONDON
8850000,Penthouse,5138,3,44 The Bishops Avenue,NORTH LONDON
5695000,House,3110,4,St John's Wood,NORTH WEST LONDON
725000,Flat / Apartment,1007,2,Asher Way,EAST LONDON
23950000,New development,15405,7,Hampstead Heath,NORTH WEST LONDON
1300000,Flat / Apartment,834,2,Bayswater,CENTRAL LONDON
1550000,New development,1016,2,5 Wood Crescent,CENTRAL LONDON
1425000,Flat / Apartment,1218,2,Westminster,CENTRAL LONDON
6175000,Penthouse,3150,3, Hampstead,NORTH WEST LONDON
800000,Flat / Apartment,524,1, Barbican,CITY OF LONDON
950000,Flat / Apartment,1241,3,Hampstead,NORTH WEST LONDON
3200000,New development,2303,3,257 City Road,CITY OF LONDON
1300000,House,1690,4,Wandsworth,CENTRAL LONDON
1700000,Flat / Apartment,1771,3, Canary Wharf,EAST LONDON
1400000,House,1814,4,Cricklewood,NORTH WEST LONDON
1195000,New development,922,2,Canary Wharf,EAST LONDON
1125000,New development,1176,2,Canary Wharf,EAST LONDON
4950000,Flat / Apartment,2097,3,Marylebone,CENTRAL LONDON
2300000,Flat / Apartment,1055,2,Basil Street,CENTRAL LONDON
1950000,New development,1077,3, Earls Court,CENTRAL LONDON
3450000,Flat / Apartment,1954,2, Battersea,CENTRAL LONDON
3995000,House,3917,5,Wandsworth,CENTRAL LONDON
1495000,Flat / Apartment,1115,3, Lambeth,SOUTH EAST LONDON
1350000,House,1683,4,Chiswick,WEST LONDON
975000,New development,1065,3,20 St. Josephs Street,SOUTH WEST LONDON
1450000,Flat / Apartment,1465,2,52 Parkside,CENTRAL LONDON
3750000,House,3808,5,Barnes,CENTRAL LONDON
1950000,Flat / Apartment,1244,2,Westminster,CENTRAL LONDON
2950000,Penthouse,1884,3, Lambeth,SOUTH EAST LONDON
5250000,House,3108,8,Marylebone,CENTRAL LONDON
4950000,House,4452,7,Wandsworth,CENTRAL LONDON
525000,Flat / Apartment,619,1,Pamela Street,EAST LONDON
435000,New development,474,1,New Gun Wharf,EAST LONDON
1800000,Flat / Apartment,1070,3,Whiteheads Grove,CENTRAL LONDON
1000000,Flat / Apartment,985,1,3-5 Elystan Place,CENTRAL LONDON
1450000,New development,1007,2,2 Gatliff Road,CENTRAL LONDON
1050000,New development,1010,3, Grosvenor Waterside,CENTRAL LONDON
1050000,New development,758,1, Grosvenor Waterside,CENTRAL LONDON
3950000,New development,1924,3,Kensington,CENTRAL LONDON
765000,Flat / Apartment,1122,1,St. John's Wood,NORTH WEST LONDON
850000,Flat / Apartment,1008,2,Putney,CENTRAL LONDON
34000000,House,7798,6,Belgravia,CENTRAL LONDON
1800000,Flat / Apartment,1388,3,St. Marys Terrace,CENTRAL LONDON
485000,Flat / Apartment,632,2,St James Avenue,EAST LONDON
2250000,Flat / Apartment,1292,2, Westminster,CENTRAL LONDON
840000,House,910,3,South Hackney,EAST LONDON
750000,New development,579,1,101 Wood Lane,CENTRAL LONDON
1025000,Flat / Apartment,1358,3, Fulham,CENTRAL LONDON
2750000,Flat / Apartment,2136,3, Chelsea,CENTRAL LONDON
1500000,Flat / Apartment,1494,4,Clerkenwell,CITY OF LONDON
1000000,House,954,2,Putney,CENTRAL LONDON
1950000,Flat / Apartment,1878,3, Putney,CENTRAL LONDON
925000,Flat / Apartment,1023,2,Chiswick,WEST LONDON
450000,Flat / Apartment,675,2,Skinner Street,CITY OF LONDON
2500000,Flat / Apartment,1738,4,Primrose Hill,NORTH WEST LONDON
8950000,House,5727,6,St. John's Wood,NORTH WEST LONDON
800000,Flat / Apartment,681,1,617 Kings Road,CENTRAL LONDON
1750000,New development,1453,2,617 Kings Road,CENTRAL LONDON
1200000,New development,1140,3, Ealing,WEST LONDON
790000,New development,591,1,101 Wood Lane,CENTRAL LONDON
639950,New development,779,2, Battersea,CENTRAL LONDON
1119900,Penthouse,1141,3, Battersea,CENTRAL LONDON
559950,New development,546,1, Battersea,CENTRAL LONDON
2725000,Flat / Apartment,1971,3, Belsize Park,NORTH WEST LONDON
12950000,House,4693,5,Regent's Park,NORTH WEST LONDON
725000,Flat / Apartment,860,2,23 West Side Common,CENTRAL LONDON
600000,Flat / Apartment,593,1,Kentish Town,NORTH WEST LONDON
2500000,Flat / Apartment,1680,3,Hampstead,NORTH WEST LONDON
3500000,House,3174,4,Islington,NORTH LONDON
2850000,House,3600,5,East Sheen,CENTRAL LONDON
6250000,New development,2459,4, Shad Thames,SOUTH EAST LONDON
1250000,Flat / Apartment,816,2, St. John's Wood,NORTH WEST LONDON
8900000,Penthouse,2544,4, Earls Court,CENTRAL LONDON
349950,Flat / Apartment,517,1,Windsor Street,NORTH LONDON
2250000,Flat / Apartment,1515,3, Chelsea,CENTRAL LONDON
675000,New development,823,2, Battersea,CENTRAL LONDON
14750000,House,9053,9,Marylebone,CENTRAL LONDON
1300000,Flat / Apartment,1367,3,Brook Green,WEST LONDON
1350000,Flat / Apartment,1154,4,Prince of Wales Drive,CENTRAL LONDON
1600000,New development,1528,3, Golders Green,NORTH WEST LONDON
1400000,Flat / Apartment,880,2, Westminster,CENTRAL LONDON
16000000,Flat / Apartment,3486,3,Mayfair,CENTRAL LONDON
1150000,Flat / Apartment,1032,3, Maida Vale,CENTRAL LONDON
1230000,New development,960,2,Canary Wharf,EAST LONDON
995000,New development,872,2, Golders Green,NORTH WEST LONDON
11950000,New development,2347,2,Mayfair,CENTRAL LONDON
2450000,Penthouse,2262,3,112 York Road,CENTRAL LONDON
599995,Flat / Apartment,583,1,Clerkenwell,CITY OF LONDON
1395000,Flat / Apartment,940,3, Marylebone,CENTRAL LONDON
1075000,New development,1280,2,65 Maygrove Road,NORTH WEST LONDON
530000,New development,577,1, Battersea,CENTRAL LONDON
710000,New development,820,2, Crouch End,NORTH LONDON
6500000,Flat / Apartment,2165,2,Mayfair,CENTRAL LONDON
8500000,Flat / Apartment,2665,3,Mayfair,CENTRAL LONDON
13750000,Penthouse,2476,3,25 Cork Street,CENTRAL LONDON
2900000,New development,1293,2, 161 Millbank,CENTRAL LONDON
25000000,House,12435,5,St Johns Wood,NORTH WEST LONDON
4100000,New development,1236,2,Mayfair,CENTRAL LONDON
10000000,Penthouse,3368,4,St John's Wood,NORTH WEST LONDON
2300000,House,1705,3,Holland Park,CENTRAL LONDON
9500000,House,3974,8,St John's Wood,NORTH WEST LONDON
800000,New development,619,1,6 Wood Crescent,CENTRAL LONDON
9000000,House,3932,4,Notting Hill,CENTRAL LONDON
1800000,New development,1352,3, Hampstead,NORTH WEST LONDON
5950000,New development,2770,2,Notting Hill,CENTRAL LONDON
1385000,Flat / Apartment,1056,3, Victoria,CENTRAL LONDON
2500000,House,1702,3,Pimlico,CENTRAL LONDON
7400000,New development,2806,4,Lots Road,CENTRAL LONDON
25000000,New development,8356,5,St James's,CENTRAL LONDON
4950000,House,2688,4,St John's Wood,NORTH WEST LONDON
1150000,Flat / Apartment,1349,2, Barnes,CENTRAL LONDON
2565000,New development,1766,3, Battersea,CENTRAL LONDON
1044000,New development,869,2, Battersea,CENTRAL LONDON
772000,New development,603,1, Battersea,CENTRAL LONDON
1466000,New development,1026,3, Battersea,CENTRAL LONDON
1123000,New development,772,2, Battersea,CENTRAL LONDON
778000,New development,636,1, Battersea,CENTRAL LONDON
10950000,House,4728,6,St John's Wood,NORTH WEST LONDON
8950000,New development,2956,3,10 Whitehall Place,CENTRAL LONDON
1150000,Flat / Apartment,915,3,Primrose Hill,NORTH WEST LONDON
4950000,House,2881,4,Kensington,CENTRAL LONDON
21000000,Penthouse,5417,5,30 Montpelier Walk,CENTRAL LONDON
9950000,New development,2782,2,Cheyne Terrace,CENTRAL LONDON
2500000,Flat / Apartment,2480,4,Hampstead,NORTH WEST LONDON
4900000,House,3467,4,Regent's Park,NORTH WEST LONDON
9950000,Flat / Apartment,1682,2,100 Knightsbridge,CENTRAL LONDON
1995000,House,2200,5,Battersea,CENTRAL LONDON
950000,Flat / Apartment,1327,2, Canary Wharf,EAST LONDON
2350000,Flat / Apartment,2207,2, Fulham,CENTRAL LONDON
2495000,House,3047,6,Wimbledon,SOUTH WEST LONDON
5500000,New development,1409,2,Mayfair,CENTRAL LONDON
1200000,House,1692,4,Wandsworth,CENTRAL LONDON
6950000,House,3988,3,Hampstead,NORTH WEST LONDON
11300000,Penthouse,3817,4,St. John's Wood,NORTH WEST LONDON
9300000,New development,2496,3, St James's,CENTRAL LONDON
4300000,House,3660,4, The City,CITY OF LONDON
1850000,Flat / Apartment,1080,2, Waterfront Drive,CENTRAL LONDON
8250000,House,3940,5,St. John's Wood,NORTH WEST LONDON
4950000,Flat / Apartment,1581,3,Chelsea,CENTRAL LONDON
1750000,Flat / Apartment,1553,2, Chelsea,CENTRAL LONDON
19950000,Flat / Apartment,3698,5,Mayfair,CENTRAL LONDON
5275000,Flat / Apartment,1749,3,St James's,CENTRAL LONDON
5995000,House,4435,6,Hampstead Garden Suburb,NORTH WEST LONDON
6300000,New development,1506,3,Mayfair,CENTRAL LONDON
8650000,House,5395,6,Highgate,NORTH LONDON
